,art_no,art_name,hierarchy_level2_desc,hierarchy_level3_desc,date_of_day,store_count,sold_qty_units,total_cust_count,low_stock_warning,unit_price_weekly,unit_discount_weekly
2036,19,190g Chilli Flakes,Spices,Spices I,2020-09-17,17,23.0,20,0,6.74,-0.05
2100,8,40g Chilli Pepper,Spices,Spices I,2020-09-17,5,6.0,6,0,2.49,0.0
69,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-09-17,22,67.0,28,0,0.88,-0.01
1573,15,500g Penne,Extras,Dough,2020-09-17,51,240.0,165,0,1.84,-0.01
161,13,500g Indian Curry,Spices,Spices I,2020-09-17,47,91.0,83,0,8.48,-0.01
2248,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-09-17,5,7.0,6,0,4.15,-0.04
1232,5,30g Bio Savoury Spices,Spices,Spices II,2020-09-17,25,45.0,44,0,2.72,0.0
2507,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-09-17,17,66.0,23,0,0.81,-0.01
719,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-09-17,31,58.0,50,0,16.61,-0.38
320,7,30g Bio Thyme,Spices,Spices II,2020-09-17,36,78.0,77,0,2.9,-0.01
2606,22,500g Pasta Rigate,Extras,Dough,2020-09-17,35,193.0,128,0,2.98,-0.01
1474,11,200g Green Pepper,Spices,Spices I,2020-09-17,27,47.0,40,0,13.69,0.0
2370,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-09-17,48,411.0,188,0,1.28,-0.01
991,21,80g Granulated Onion,Spices,Spices II,2020-09-17,29,55.0,54,0,2.87,-0.02
1974,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-09-17,38,172.0,85,0,1.86,-0.01
1271,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-09-17,22,72.0,35,0,0.89,-0.0
252,6,80g Bio Pepper Whole,Spices,Spices II,2020-09-17,40,87.0,81,0,3.87,-0.01
1730,4,500g Speciality Pasta,Extras,Dough,2020-09-17,55,277.0,187,0,1.53,-0.01
1833,16,500g Spaghetti,Extras,Dough,2020-09-17,58,534.0,232,0,1.84,-0.01
1426,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-09-17,43,130.0,72,0,2.99,-0.0
855,24,1kg Gnocchi,Extras,Dough,2020-09-17,25,131.0,74,0,2.99,0.0
507,9,Spiced Salt for Meat,Spices,Spices I,2020-09-17,6,6.0,6,0,6.99,0.0
1092,12,45g Pasta,Spices,Spices II,2020-09-17,5,10.0,9,0,3.99,0.0
582,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-09-17,30,197.0,47,0,0.79,-0.0
2162,8,40g Chilli Pepper,Spices,Spices I,2020-09-24,4,7.0,7,0,2.47,-0.02
2450,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-09-24,21,72.0,31,0,0.66,-0.16
1409,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-09-24,52,173.0,95,0,2.97,-0.02
1851,16,500g Spaghetti,Extras,Dough,2020-09-24,58,518.0,262,0,1.84,-0.01
690,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-09-24,22,48.0,38,0,16.63,-0.36
557,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-09-24,32,131.0,56,0,0.74,-0.01
279,6,80g Bio Pepper Whole,Spices,Spices II,2020-09-24,42,129.0,124,0,3.87,-0.01
2291,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-09-24,7,9.0,8,0,4.02,-0.17
127,13,500g Indian Curry,Spices,Spices I,2020-09-24,48,87.0,75,0,8.48,-0.01
1572,15,500g Penne,Extras,Dough,2020-09-24,53,365.0,212,0,1.85,-0.0
393,7,30g Bio Thyme,Spices,Spices II,2020-09-24,42,120.0,118,0,2.89,-0.02
1214,5,30g Bio Savoury Spices,Spices,Spices II,2020-09-24,36,62.0,58,0,2.71,-0.01
34,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-09-24,32,123.0,49,0,0.89,-0.0
1770,4,500g Speciality Pasta,Extras,Dough,2020-09-24,55,294.0,199,0,1.54,-0.0
1932,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-09-24,51,264.0,123,0,1.86,-0.01
945,21,80g Granulated Onion,Spices,Spices II,2020-09-24,25,58.0,55,0,2.86,-0.03
1058,12,45g Pasta,Spices,Spices II,2020-09-24,5,12.0,9,0,3.99,0.0
1488,11,200g Green Pepper,Spices,Spices I,2020-09-24,32,54.0,44,0,13.66,-0.03
2402,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-09-24,55,486.0,257,0,1.29,-0.0
892,24,1kg Gnocchi,Extras,Dough,2020-09-24,30,145.0,86,0,2.99,-0.0
1282,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-09-24,30,81.0,36,0,0.87,-0.02
2547,22,500g Pasta Rigate,Extras,Dough,2020-09-24,32,305.0,191,0,2.98,-0.01
827,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-09-24,44,159.0,102,0,1.2,-0.01
2028,19,190g Chilli Flakes,Spices,Spices I,2020-09-24,20,31.0,28,0,6.79,0.0
435,9,Spiced Salt for Meat,Spices,Spices I,2020-09-24,3,3.0,3,1,6.99,0.0
2201,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-01,4,7.0,6,0,3.77,-0.42
2356,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-01,51,342.0,201,0,1.28,-0.01
120,13,500g Indian Curry,Spices,Spices I,2020-10-01,51,101.0,82,0,8.49,0.0
1453,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-01,52,192.0,99,0,2.99,-0.0
2181,8,40g Chilli Pepper,Spices,Spices I,2020-10-01,6,9.0,9,0,2.47,-0.02
2514,22,500g Pasta Rigate,Extras,Dough,2020-10-01,31,191.0,128,0,2.99,-0.0
957,21,80g Granulated Onion,Spices,Spices II,2020-10-01,24,41.0,39,0,2.88,-0.01
1233,5,30g Bio Savoury Spices,Spices,Spices II,2020-10-01,29,45.0,39,0,2.72,-0.0
495,9,Spiced Salt for Meat,Spices,Spices I,2020-10-01,4,4.0,4,0,6.99,0.0
889,24,1kg Gnocchi,Extras,Dough,2020-10-01,25,87.0,51,0,2.98,-0.01
1341,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-10-01,21,80.0,31,0,0.88,-0.01
809,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-01,37,141.0,84,0,1.2,-0.01
1842,16,500g Spaghetti,Extras,Dough,2020-10-01,63,2660.0,1038,0,0.94,-0.0
1517,11,200g Green Pepper,Spices,Spices I,2020-10-01,31,53.0,43,0,13.66,-0.03
1973,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-01,41,154.0,82,0,1.86,-0.01
1630,15,500g Penne,Extras,Dough,2020-10-01,61,1721.0,878,0,0.93,0.0
29,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-10-01,24,110.0,39,0,0.88,-0.01
620,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-10-01,30,79.0,35,0,0.74,-0.01
288,6,80g Bio Pepper Whole,Spices,Spices II,2020-10-01,39,103.0,95,0,3.86,-0.02
2448,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-10-01,37,187.0,68,0,0.46,0.0
669,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-10-01,20,42.0,40,0,16.98,-0.01
366,7,30g Bio Thyme,Spices,Spices II,2020-10-01,37,85.0,82,0,2.9,-0.01
2039,19,190g Chilli Flakes,Spices,Spices I,2020-10-01,19,27.0,27,0,6.11,-0.68
1060,12,45g Pasta,Spices,Spices II,2020-10-01,4,5.0,5,0,3.94,-0.05
1771,4,500g Speciality Pasta,Extras,Dough,2020-10-01,62,1386.0,822,0,0.74,0.0
1283,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-10-08,29,71.0,37,0,0.88,-0.01
54,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-10-08,30,150.0,43,0,0.88,-0.01
456,9,Spiced Salt for Meat,Spices,Spices I,2020-10-08,3,3.0,3,1,6.99,0.0
2244,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-08,6,13.0,10,0,3.77,-0.42
1416,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-08,47,186.0,103,0,2.95,-0.04
2012,19,190g Chilli Flakes,Spices,Spices I,2020-10-08,29,52.0,45,0,6.11,-0.68
1051,12,45g Pasta,Spices,Spices II,2020-10-08,2,4.0,4,0,3.83,-0.16
1904,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-08,44,189.0,102,0,1.85,-0.04
946,21,80g Granulated Onion,Spices,Spices II,2020-10-08,34,72.0,68,0,2.83,-0.06
2130,8,40g Chilli Pepper,Spices,Spices I,2020-10-08,4,8.0,8,0,2.49,0.0
675,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-10-08,25,62.0,55,0,16.61,-0.38
1555,11,200g Green Pepper,Spices,Spices I,2020-10-08,25,44.0,34,0,13.6,-0.09
1825,16,500g Spaghetti,Extras,Dough,2020-10-08,60,2526.0,1043,0,0.93,-0.0
204,13,500g Indian Curry,Spices,Spices I,2020-10-08,50,92.0,80,0,8.38,-0.11
1158,5,30g Bio Savoury Spices,Spices,Spices II,2020-10-08,25,38.0,38,0,2.69,-0.03
404,7,30g Bio Thyme,Spices,Spices II,2020-10-08,42,97.0,92,0,2.85,-0.06
874,24,1kg Gnocchi,Extras,Dough,2020-10-08,27,121.0,85,0,2.93,-0.06
2332,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-08,56,373.0,243,0,1.26,-0.03
2615,22,500g Pasta Rigate,Extras,Dough,2020-10-08,34,230.0,166,0,2.95,-0.04
2469,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-10-08,24,70.0,29,0,0.76,-0.03
1764,4,500g Speciality Pasta,Extras,Dough,2020-10-08,60,1416.0,817,0,0.73,-0.0
757,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-08,38,151.0,95,0,1.18,-0.03
1623,15,500g Penne,Extras,Dough,2020-10-08,63,1700.0,831,0,0.94,-0.0
570,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-10-08,30,166.0,46,0,0.74,-0.01
238,6,80g Bio Pepper Whole,Spices,Spices II,2020-10-08,46,117.0,106,0,3.81,-0.07
671,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-10-15,21,63.0,53,0,16.77,-0.22
522,9,Spiced Salt for Meat,Spices,Spices I,2020-10-15,4,4.0,4,0,6.99,0.0
2433,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-10-15,25,90.0,35,0,0.79,-0.0
1635,15,500g Penne,Extras,Dough,2020-10-15,60,703.0,411,0,1.84,-0.01
954,21,80g Granulated Onion,Spices,Spices II,2020-10-15,45,116.0,107,0,2.87,-0.02
2175,8,40g Chilli Pepper,Spices,Spices I,2020-10-15,3,4.0,4,0,2.49,0.0
2398,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-15,57,556.0,291,0,1.29,-0.0
358,7,30g Bio Thyme,Spices,Spices II,2020-10-15,49,119.0,117,0,2.9,-0.01
2240,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-15,7,21.0,14,0,4.19,0.0
1879,16,500g Spaghetti,Extras,Dough,2020-10-15,60,1080.0,534,0,1.83,-0.02
1336,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-10-15,33,98.0,49,0,0.88,-0.01
781,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-15,49,201.0,151,0,1.21,-0.0
1373,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-15,64,332.0,189,0,2.98,-0.01
2603,22,500g Pasta Rigate,Extras,Dough,2020-10-15,34,307.0,239,0,2.97,-0.02
1162,5,30g Bio Savoury Spices,Spices,Spices II,2020-10-15,34,63.0,53,0,2.72,-0.0
1110,12,45g Pasta,Spices,Spices II,2020-10-15,4,4.0,4,0,3.99,0.0
909,24,1kg Gnocchi,Extras,Dough,2020-10-15,30,122.0,96,0,2.99,-0.0
1987,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-15,54,436.0,188,0,1.87,-0.01
1677,4,500g Speciality Pasta,Extras,Dough,2020-10-15,63,516.0,354,0,1.53,-0.01
132,13,500g Indian Curry,Spices,Spices I,2020-10-15,55,124.0,100,0,8.42,-0.07
2080,19,190g Chilli Flakes,Spices,Spices I,2020-10-15,17,29.0,24,0,6.74,-0.05
1487,11,200g Green Pepper,Spices,Spices I,2020-10-15,25,39.0,33,0,13.58,-0.11
261,6,80g Bio Pepper Whole,Spices,Spices II,2020-10-15,46,139.0,131,0,3.84,-0.04
47,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-10-15,33,129.0,54,0,0.87,-0.02
605,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-10-15,44,286.0,107,0,0.47,0.0
1993,19,190g Chilli Flakes,Spices,Spices I,2020-10-22,16,26.0,20,0,6.61,-0.18
700,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-10-22,24,40.0,39,0,16.77,-0.22
1172,5,30g Bio Savoury Spices,Spices,Spices II,2020-10-22,32,58.0,56,0,2.71,-0.01
1101,12,45g Pasta,Spices,Spices II,2020-10-22,3,9.0,8,0,3.96,-0.03
1578,15,500g Penne,Extras,Dough,2020-10-22,62,2474.0,1223,0,0.93,0.0
1843,16,500g Spaghetti,Extras,Dough,2020-10-22,62,3988.0,1579,0,0.93,0.0
2116,8,40g Chilli Pepper,Spices,Spices I,2020-10-22,4,5.0,5,0,2.49,0.0
1500,11,200g Green Pepper,Spices,Spices I,2020-10-22,24,30.0,29,0,13.69,0.0
1954,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-22,52,488.0,225,0,1.87,-0.02
467,9,Spiced Salt for Meat,Spices,Spices I,2020-10-22,3,3.0,3,1,6.99,0.0
939,24,1kg Gnocchi,Extras,Dough,2020-10-22,30,126.0,98,0,2.99,-0.0
2217,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-22,10,12.0,12,0,4.19,0.0
1045,21,80g Granulated Onion,Spices,Spices II,2020-10-22,43,110.0,105,0,2.89,-0.0
2347,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-22,56,539.0,303,0,1.29,-0.0
1256,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-10-22,32,106.0,49,0,0.89,-0.0
219,6,80g Bio Pepper Whole,Spices,Spices II,2020-10-22,47,139.0,134,0,3.88,-0.0
613,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-10-22,33,180.0,61,0,0.73,-0.0
2451,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-10-22,26,96.0,37,0,0.79,0.0
97,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-10-22,29,139.0,57,0,0.88,-0.01
2539,22,500g Pasta Rigate,Extras,Dough,2020-10-22,36,286.0,203,0,2.99,-0.0
752,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-22,51,261.0,154,0,1.2,-0.01
203,13,500g Indian Curry,Spices,Spices I,2020-10-22,45,95.0,83,0,8.45,-0.04
1694,4,500g Speciality Pasta,Extras,Dough,2020-10-22,65,2243.0,1363,0,0.74,0.0
385,7,30g Bio Thyme,Spices,Spices II,2020-10-22,48,136.0,133,0,2.9,-0.0
1444,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-22,57,351.0,197,0,2.99,-0.0
714,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-10-29,17,41.0,37,0,16.34,-0.65
1644,15,500g Penne,Extras,Dough,2020-10-29,59,503.0,336,0,1.84,-0.01
1269,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-10-29,40,476.0,89,0,0.8,0.06
858,24,1kg Gnocchi,Extras,Dough,2020-10-29,31,144.0,99,0,2.98,-0.01
2228,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-29,8,15.0,15,0,3.35,-0.84
311,6,80g Bio Pepper Whole,Spices,Spices II,2020-10-29,47,134.0,127,0,3.87,-0.01
85,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-10-29,49,249.0,116,0,0.74,0.0
2465,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-10-29,47,280.0,114,0,0.46,0.0
2393,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-29,55,540.0,334,0,1.29,-0.0
139,13,500g Indian Curry,Spices,Spices I,2020-10-29,43,79.0,75,0,8.45,-0.04
1494,11,200g Green Pepper,Spices,Spices I,2020-10-29,23,25.0,24,0,13.53,-0.16
448,9,Spiced Salt for Meat,Spices,Spices I,2020-10-29,2,3.0,3,1,6.99,0.0
1778,4,500g Speciality Pasta,Extras,Dough,2020-10-29,60,394.0,278,0,1.54,-0.0
751,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-29,53,254.0,180,0,1.21,-0.0
391,7,30g Bio Thyme,Spices,Spices II,2020-10-29,47,140.0,136,0,2.9,-0.01
1006,21,80g Granulated Onion,Spices,Spices II,2020-10-29,48,125.0,116,0,2.88,-0.01
1063,12,45g Pasta,Spices,Spices II,2020-10-29,6,16.0,15,0,3.9,-0.08
608,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-10-29,31,145.0,61,0,0.71,-0.0
1806,16,500g Spaghetti,Extras,Dough,2020-10-29,64,721.0,405,0,1.85,-0.0
1995,19,190g Chilli Flakes,Spices,Spices I,2020-10-29,17,24.0,23,0,5.43,-1.36
2136,8,40g Chilli Pepper,Spices,Spices I,2020-10-29,4,6.0,6,0,2.49,0.0
1442,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-29,63,360.0,216,0,2.98,-0.01
1958,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-10-29,51,517.0,272,0,1.88,-0.01
1227,5,30g Bio Savoury Spices,Spices,Spices II,2020-10-29,34,64.0,60,0,2.7,-0.02
2544,22,500g Pasta Rigate,Extras,Dough,2020-10-29,35,340.0,275,0,2.98,-0.01
1102,12,45g Pasta,Spices,Spices II,2020-11-05,4,7.0,6,0,3.96,-0.03
414,7,30g Bio Thyme,Spices,Spices II,2020-11-05,46,121.0,117,0,2.91,-0.0
464,9,Spiced Salt for Meat,Spices,Spices I,2020-11-05,3,3.0,3,1,6.99,0.0
810,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-05,53,263.0,174,0,1.2,-0.01
1021,21,80g Granulated Onion,Spices,Spices II,2020-11-05,51,135.0,123,0,2.88,-0.01
1554,11,200g Green Pepper,Spices,Spices I,2020-11-05,24,30.0,29,0,13.61,-0.08
1857,16,500g Spaghetti,Extras,Dough,2020-11-05,62,520.0,284,0,1.85,-0.0
48,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-11-05,42,185.0,85,0,0.74,0.0
869,24,1kg Gnocchi,Extras,Dough,2020-11-05,32,95.0,75,0,2.98,-0.01
1680,4,500g Speciality Pasta,Extras,Dough,2020-11-05,55,300.0,201,0,1.54,-0.0
1956,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-05,55,517.0,266,0,1.89,-0.0
1155,5,30g Bio Savoury Spices,Spices,Spices II,2020-11-05,35,50.0,46,0,2.71,-0.01
2523,22,500g Pasta Rigate,Extras,Dough,2020-11-05,34,297.0,207,0,2.98,-0.01
2049,19,190g Chilli Flakes,Spices,Spices I,2020-11-05,13,15.0,13,0,5.33,-1.34
1299,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-11-05,39,176.0,68,0,0.74,0.0
2157,8,40g Chilli Pepper,Spices,Spices I,2020-11-05,5,10.0,9,0,2.49,0.0
1597,15,500g Penne,Extras,Dough,2020-11-05,55,330.0,210,0,1.85,-0.0
218,6,80g Bio Pepper Whole,Spices,Spices II,2020-11-05,49,150.0,137,0,3.87,-0.01
2343,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-05,54,575.0,291,0,1.27,-0.02
147,13,500g Indian Curry,Spices,Spices I,2020-11-05,49,87.0,79,0,8.48,-0.01
2226,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-05,13,22.0,20,0,3.26,-0.82
531,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-11-05,38,161.0,67,0,0.71,-0.0
1430,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-05,56,403.0,196,0,2.99,-0.0
2497,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-11-05,29,126.0,45,0,0.79,-0.0
674,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-11-05,16,34.0,28,0,16.51,-0.04
1566,11,200g Green Pepper,Spices,Spices I,2020-11-12,26,38.0,36,0,13.38,-0.08
2591,22,500g Pasta Rigate,Extras,Dough,2020-11-12,35,318.0,247,0,2.99,-0.0
381,7,30g Bio Thyme,Spices,Spices II,2020-11-12,54,214.0,204,0,2.91,-0.0
635,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-11-12,20,42.0,35,0,15.84,-0.2
525,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-11-12,39,153.0,58,0,0.71,-0.0
1124,12,45g Pasta,Spices,Spices II,2020-11-12,5,20.0,12,0,3.98,-0.01
932,24,1kg Gnocchi,Extras,Dough,2020-11-12,32,118.0,88,0,2.97,-0.02
1433,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-12,65,524.0,300,0,2.97,-0.01
1959,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-12,56,787.0,387,0,1.85,-0.04
1752,4,500g Speciality Pasta,Extras,Dough,2020-11-12,62,3593.0,1954,0,0.65,-0.0
487,9,Spiced Salt for Meat,Spices,Spices I,2020-11-12,4,4.0,4,0,6.99,0.0
2114,8,40g Chilli Pepper,Spices,Spices I,2020-11-12,5,9.0,9,0,2.49,0.0
786,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-12,56,382.0,253,0,1.21,-0.0
1810,16,500g Spaghetti,Extras,Dough,2020-11-12,62,4269.0,1649,0,0.93,-0.0
51,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-11-12,33,175.0,62,0,0.89,-0.0
959,21,80g Granulated Onion,Spices,Spices II,2020-11-12,49,161.0,148,0,2.89,-0.0
2325,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-12,56,647.0,371,0,1.29,-0.0
291,6,80g Bio Pepper Whole,Spices,Spices II,2020-11-12,48,187.0,171,0,3.87,-0.01
1236,5,30g Bio Savoury Spices,Spices,Spices II,2020-11-12,31,50.0,48,0,2.72,0.0
2224,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-12,13,26.0,24,0,3.77,-0.01
106,13,500g Indian Curry,Spices,Spices I,2020-11-12,46,101.0,92,0,8.48,-0.01
1617,15,500g Penne,Extras,Dough,2020-11-12,64,2751.0,1301,0,0.94,-0.0
2060,19,190g Chilli Flakes,Spices,Spices I,2020-11-12,18,23.0,23,0,6.37,-0.04
1277,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-11-12,39,130.0,65,0,0.89,-0.0
2436,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-11-12,30,183.0,51,0,0.63,-0.16
2522,22,500g Pasta Rigate,Extras,Dough,2020-11-19,34,290.0,221,0,2.99,-0.0
2058,19,190g Chilli Flakes,Spices,Spices I,2020-11-19,16,30.0,28,0,6.35,-0.01
2149,8,40g Chilli Pepper,Spices,Spices I,2020-11-19,5,9.0,9,0,2.49,0.0
1858,16,500g Spaghetti,Extras,Dough,2020-11-19,53,603.0,309,0,1.85,-0.0
59,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-11-19,32,101.0,54,0,0.89,-0.0
2262,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-19,12,24.0,21,0,3.88,-0.01
591,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-11-19,49,300.0,111,0,0.46,0.0
804,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-19,56,436.0,315,0,1.21,-0.0
1963,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-19,57,1019.0,472,0,1.88,-0.01
374,7,30g Bio Thyme,Spices,Spices II,2020-11-19,53,184.0,180,0,2.91,-0.0
1264,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-11-19,31,150.0,50,0,0.89,-0.0
905,24,1kg Gnocchi,Extras,Dough,2020-11-19,33,135.0,97,0,2.99,-0.0
1505,11,200g Green Pepper,Spices,Spices I,2020-11-19,31,44.0,44,0,13.69,0.0
2349,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-19,57,713.0,393,0,1.28,-0.0
1397,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-19,66,632.0,390,0,2.95,-0.01
650,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-11-19,21,47.0,39,0,16.52,-0.2
1724,4,500g Speciality Pasta,Extras,Dough,2020-11-19,60,318.0,226,0,1.54,-0.0
462,9,Spiced Salt for Meat,Spices,Spices I,2020-11-19,5,7.0,6,0,6.14,0.0
255,6,80g Bio Pepper Whole,Spices,Spices II,2020-11-19,46,138.0,128,0,3.88,-0.0
1609,15,500g Penne,Extras,Dough,2020-11-19,55,316.0,213,0,1.84,-0.01
1062,12,45g Pasta,Spices,Spices II,2020-11-19,6,27.0,23,0,3.98,-0.01
980,21,80g Granulated Onion,Spices,Spices II,2020-11-19,51,151.0,136,0,2.89,-0.0
2422,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-11-19,26,137.0,35,0,0.79,-0.0
1187,5,30g Bio Savoury Spices,Spices,Spices II,2020-11-19,40,74.0,70,0,2.72,-0.0
194,13,500g Indian Curry,Spices,Spices I,2020-11-19,44,104.0,86,0,8.49,-0.0
958,21,80g Granulated Onion,Spices,Spices II,2020-11-26,51,168.0,147,0,2.87,-0.02
1507,11,200g Green Pepper,Spices,Spices I,2020-11-26,26,38.0,36,0,13.63,-0.06
254,6,80g Bio Pepper Whole,Spices,Spices II,2020-11-26,49,162.0,143,0,3.84,-0.04
1132,12,45g Pasta,Spices,Spices II,2020-11-26,5,20.0,11,0,3.98,-0.01
